case_id,baseline_class,current_class,bucket,attempt,result,pass_delta,root_cause,rescue_action,next_action,artifact_path,notes,recommendation,thinking_analysis
cvdp_copilot_fifo_to_axis_0001,functional,functional,targeted_strobe_timing_hint,stage2_targeted_pilot_fifo_to_axis_0001_strobe_timing_hint,failed_agentic_candidate,0,prior targeted run removed Icarus 139 crash but failed because o_axi_data contained X/Z when o_axi_valid was observed at the same time the harness first drove i_block_fifo_data,"added non-golden harness-derived strobe/data timing guidance: raise FIFO strobe first, capture i_block_fifo_data on a following clock, and only assert o_axi_valid with known initialized data",stop cheap prompt-only FIFO hints; move to agentic/manual small FSM rewrite candidate for request/capture/valid sequencing,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_fifo_to_axis_0001_strobe_timing_hint,initial fresh generation regressed to iverilog exit status 139; repair attempt still compiled and ran but failed at 90ns with Can't convert LogicArray to int because o_axi_data contains non-0/1 values; no thinking used,agentic_rewrite: deep FSM timing问题,deep_fsm_timing
cvdp_copilot_ahb_clk_counter_0001,functional,functional,targeted_restart_timing_hint,stage2_targeted_pilot_ahb_clk_counter_0001_restart_and_maxcnt_hints,failed_agentic_candidate,0,prior generic repair was a near-miss with 1/2 passing; restart after manual reset failed because the counter lagged by one cycle and later because maxcnt reset to zero caused immediate overflow/blocking behavior,"added non-golden harness-derived hints for byte-address map, START/restart timing expecting post-reset reads 0,1,2, and treating maxcnt==0 after reset as no configured limit instead of immediate overflow",stop cheap AHB counter prompt-only hints; move to agentic/manual small register-FSM rewrite if continuing,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_ahb_clk_counter_0001_maxcnt_zero_hint,restart_timing_hint remained 1/2 with failure expected 1 got 0 after restart; maxcnt_zero_hint regressed: initial compile failed with iverilog exit 12 and repair failed 0/2 because HRESP was X; no thinking used,thinking_pilot: 窄timing/FSM问题,compile_persistent
cvdp_copilot_apb_history_shift_register_0001,functional,functional,targeted_apb_clk_gate_hint,stage2_targeted_pilot_apb_history_shift_register_0001_sticky_error_hint,failed_agentic_candidate,0,full-run failure was control_register readback expected 0x0B got 0x00 because APB logic was clocked by gated_pclk while harness sets clk_gate_en=0 as clock-gating disabled; targeted attempts progressed through later harness checks but did not pass,"added non-golden harness-derived hints for APB access timing, clk_gate_en=0 meaning APB remains active, control/train/predict address behavior, sticky invalid-address error, and predict_history update priority",stop cheap prompt-only APB history hints; move to agentic/manual implementation if continuing,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_apb_history_shift_register_0001_sticky_error_hint,clk_gate_hint initial got past control readback but failed pslverr not asserted on invalid address; repair failed earlier with predict_history 0xFF before shifts; sticky_error_hint initial failed train_history reserved bit expected 0x2A got 0xAA; repair progressed to late clock-gating check but failed expected control_register 0x4 got 0xF; no thinking used,thinking_pilot: 已有targeted证据,thinking_regression_compile
cvdp_copilot_fsm_seq_detector_0023,functional,functional,targeted_overlap_hint,stage2_targeted_pilot_fsm_seq_detector_0023_overlap_hint,failed,0,full-run generic repair was a near-miss with 5/6 passing; only test_noise_before_after failed at step 14 because overlap/prefix fallback for sequence 01001110 was too aggressive,added non-golden harness-derived KMP-style overlap hints for sequence 01001110 and one-cycle registered output timing,do not count as rescue; generic repair artifact remains better than this targeted fresh sample,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_fsm_seq_detector_0023_overlap_hint,"targeted fresh generation and repair both regressed to 2/6; repair failed detection_at_start, multiple_occurrences, noise_before_after, and rtl_bug_seq; no thinking used",thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_apb_gpio_0005,functional,functional,targeted_gpio_interrupt_hint,stage2_targeted_pilot_apb_gpio_0005_interrupt_hint,failed,0,full-run generic repair was partial with 4/6 passing; remaining failures were GPIO[0] edge/level interrupt not setting or clearing under harness INT_TYPE/INT_POLARITY settings,"added non-golden harness-derived hints for paddr map, INT_POLARITY=1 active-high/rising for this testcase, bidirectional gpio sampling, separate level_irq and edge_latch behavior, INT_CTRL/INT_STATE clearing, and power-down interrupt suppression",do not count as rescue; targeted sample regressed and generic repair artifact remains better,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_apb_gpio_0005_interrupt_hint,initial targeted run regressed to 3/6 with test4 power-down interrupt also failing; repair regressed to compile/elab failure for all GPIO_WIDTH parameterizations; no thinking used,thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_fibonacci_series_0001,functional,functional,targeted_reset_phase_hint,stage2_targeted_pilot_fibonacci_series_0001_reset_phase_hint,failed_agentic_candidate,0,"full-run failed immediately because the sequence advanced too early after reset; generic repair produced correct 0,1,1,2,... sequence but still failed reset/restart and overflow boundary timing",added non-golden harness-derived hint requiring fib_out remain 0 on the first observed post-reset cycle and restart after reset/overflow with the same phase,stop cheap prompt-only attempts; overflow boundary semantics need careful manual/agentic handling,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_fibonacci_series_0001_reset_phase_hint,initial targeted run still failed early expected 1 got 2; repair produced correct sequence through 2971215073 but failed before overflow with expected 4807526976 got 2971215073 and still failed post-overflow reset expected 0 got 1; no thinking used,thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_Carry_Lookahead_Adder_0005,functional,functional,targeted_byte_alignment_hint,stage2_targeted_pilot_Carry_Lookahead_Adder_0005_byte_alignment_hint,failed,0,full-run failed first output at cycle 4 with incorrect sum; generated RTL crossed upper byte pipeline ordering so byte2/byte3 operands were misaligned,"added non-golden harness-derived hint for exact 4-cycle latency, byte0->byte1->byte2->byte3 carry chain, and no swap of S[23:16]/S[31:24] byte stages",do not count as rescue; targeted run made partial progress but still failed,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_Carry_Lookahead_Adder_0005_byte_alignment_hint,initial targeted run failed latency expected 4 got 5; repair restored latency 4 but still failed sum at cycle 4 expected 1037748059 got 1037720519; no thinking used,thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_cont_adder_0042,functional_and_lint,functional_and_lint,targeted_lint_width_hint,stage2_targeted_pilot_cont_adder_0042_lint_width_hint,failed,0,full-run sanity passed 4/4 but Verilator lint failed only on width warnings: WIDTHTRUNC assigning 34-bit new_sum to 32-bit sum_out/avg_out and WIDTHEXPAND dividing by 16-bit window_size,added non-golden lint-specific hint to preserve passing behavior while explicitly slicing new_sum to DATA_WIDTH and widening window_size before division,do not count as rescue; repair regressed to syntax error so original artifact remains best,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_cont_adder_0042_lint_width_hint,initial targeted run preserved sanity but lint still failed; repair introduced /code/rtl/cont_adder.sv:78 syntax error causing lint and sanity failure; no thinking used,lint_fix: lint宽度问题需手工清理,
cvdp_copilot_gaussian_rounding_div_0022,functional_and_synth,functional_and_synth,targeted_10iter_latency_hint,stage2_targeted_pilot_gaussian_rounding_div_0022_10iter_latency_hint,failed,0,full-run failed sanity because DUT returned 0.0 for 10.0/4.0 while harness reference uses 10 Gold-Schmidt Q9.9 iterations; synth also failed/was killed,"added non-golden harness-derived hint for exact Q9.9 prescale, 10 iterations, rst_n polarity, and valid latency_counter==1",do not count as rescue; repair was killed and required cleanup of leftover synth container/network,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_gaussian_rounding_div_0022_10iter_latency_hint,initial targeted run still returned DUT=0.0 REF=2.5 with latency 3; repair returned -9/killed with empty sanity log and synth container left active; stopped container d2de6dcc4d06 and removed leftover network; no thinking used,thinking_pilot: 窄timing/FSM问题,thinking_success
cvdp_copilot_gcd_0045,functional_and_synth_optimization,passed,targeted_qor_hint,stage2_targeted_pilot_gcd_0045_qor_hint,rescued,+1,"full-run sanity passed but synth optimization failed QoR thresholds: wires 225 -> 208 was 7.56% below required 8%, cells 230 -> 228 was 0.87% below required 2%",added opt-in QoR-specific targeted hint preserving functional latency while asking for compact single-FSM RTL and fewer surviving temporaries/registers; ran one bounded non-thinking single-case pilot,remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/gcd_0045_targeted_qor_2026_05_18,"pilot passed sanity and synth; Yosys comparison wires 225 -> 206 reduction 8.44% PASS, cells 230 -> 225 reduction 2.17% PASS; no thinking used",already_rescued,
cvdp_copilot_caesar_cipher_0001,functional,passed,targeted_width_hint,stage2_targeted_pilot_caesar_cipher_0001_width_hint,rescued,+1,full-run near-miss passed 3/4 tests but failed random key=15 case because 5-bit shifted_index truncated char_index+key before modulo 26; example input lYdrPbmz expected aNsgEqbo got aHsaEqbi,added opt-in harness/log-derived hint requiring at least 6-bit intermediate sum for char_index+key and exact pass-through for nonletters; ran one bounded non-thinking single-case pilot with one repair attempt,remove from functional residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_caesar_cipher_0001_width_hint,"initial fresh sample reproduced 3/4; repair attempt 1 passed predefined, boundary, random, and numbers/symbols tests: TESTS=4 PASS=4 FAIL=0; no thinking used",already_rescued,
cvdp_copilot_sigma_delta_audio_0007,functional_and_lint,functional_and_lint,targeted_lint_width_hint,stage2_targeted_pilot_sigma_delta_audio_0007_lint_hint,failed,0,full-run and generic repair passed all 10 sanity configurations but lint failed on width truncation and unused s_out high bits,"added non-golden lint-specific hint to preserve sanity, explicitly slice 20-bit fixed-point expressions down to DATA_WIDTH+INPUT_DATA bits, and avoid unused s_out[23:4]","do not count as rescue; targeted repair reduced but did not eliminate lint warnings, original/generic best remains 10/11",research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_sigma_delta_audio_0007_lint_hint,initial and repair both remained 10/11; repair lint still had WIDTHTRUNC on load_data_int/read_data_int additions and UNUSEDSIGNAL on s_out_wide[23:4]; no thinking used,lint_fix: lint宽度问题需手工清理,
cvdp_copilot_ping_pong_buffer_0001,functional,functional,targeted_toggle_hint,stage2_targeted_pilot_ping_pong_buffer_0001_toggle_hint,failed,0,full-run near-miss passed 5/6; only buffer_alternation_test failed because buffer_select did not toggle after DEPTH*2 simultaneous read/write cycles,added non-golden harness-derived hint to clear buffer_empty on accepted write and toggle buffer_select on wrap/fill boundary while preserving data validation,"do not count as rescue; targeted repair fixed alternation but regressed data validation and async reset, so original artifact remains best",research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_ping_pong_buffer_0001_toggle_hint,initial fresh sample 5/6; repair attempt 1 regressed to 4/6 with data mismatch expected 192 got 109 and buffer_empty not 1 after async reset; no thinking used,thinking_pilot: 已有targeted证据,thinking_regression_compile
cvdp_copilot_64b66b_decoder_0011,functional,functional,targeted_control_decode_hint,stage2_targeted_pilot_64b66b_decoder_0011_control_hint,failed,0,full-run/generic best passed 8/10; remaining failures were control-only type 0x1E all-zero payload and mixed type 0x4B payload decoding,added harness-derived hints for type 0x1E payload-dependent I/E output and type 0x4B expected packed-data output while preserving passed type mappings,do not count as rescue; targeted repair reached 8/10 but still failed same two tests with opposite 0x1E behavior and unchanged 0x4B raw-byte behavior,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_64b66b_decoder_0011_control_hint,initial fresh sample 6/10; repair attempt improved to 8/10 but control_only expected 0xFE got 0x07 for nonzero payload and mixed 0x4B expected 0x0707070755E6F79C got 0x07070707BCDEFF9C; no thinking used,thinking_pilot: 已有targeted证据,thinking_regression_compile
cvdp_copilot_64b66b_encoder_0022,functional_and_synth_optimization,functional_and_synth_optimization,inspection_no_pilot,stage2_inspection_64b66b_encoder_0022,failed_agentic_candidate,0,best artifact still has functional failures plus a very large synth QoR gap; sanity best is 11/13 and synth requires both cells and wires to reduce by 20% but observed only about 0.2% reduction,inspected full-run sanity/synth/harness evidence and did not launch a cheap prompt-only pilot because both control-symbol functional mapping and architecture-level QoR must be solved together,move to manual/agentic control-block encoder rewrite and QoR-aware simplification; do not spend another bounded prompt-only sample now,research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env,sanity remaining failures are all-FE control case expected 0x21e3c78f1e3c78f1e got 0x21e0078f1e3c78f1e; synth cells 1960->1956 and wires 1649->1646 below 20% thresholds; no new model run,agentic_or_passk,
cvdp_copilot_64b66b_encoder_0009,functional,functional,targeted_control_pack_hint,stage2_targeted_pilot_64b66b_encoder_0009_control_hint,failed,0,full-run/generic best was a functional near-miss at 10/13 with exact 64b/66b control-block packing failures; targeted fresh sample fixed the explicitly hinted 0x1F mixed case and all-FE all-control case but regressed overall,"added harness/log-derived control packing hints for sync/data timing, type/data field layout, 0x1F mixed mapping, and all-FE 0xFF mapping; ran one bounded non-thinking targeted pilot with one repair attempt",do not count as rescue; original full-run artifact remains better and further work needs manual/agentic full control-block mapping rather than another prompt-only sample,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_64b66b_encoder_0009_control_hint,"initial fresh sample 7/13; repair attempt 1 also 7/13 and was not an improvement; explicitly hinted cases passed, but failures remain in all_control_symbols expected 0 got 0x21e..., 0x01 mixed expected 0x2783456789abcdef0 got 0x27856789abcdef0fb, and all-control 0xFD expected 0x287... got 0x21e...; no thinking used",thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_sorter_0057,functional_and_synth_optimization,functional_and_synth_optimization,targeted_qor_hint,stage2_targeted_pilot_sorter_0057_qor_hint,failed,0,full-run and targeted initial sample pass all sorting sanity tests but fail the 11% wires/cells synthesis QoR threshold; current RTL remains a large merge-array/index implementation with only tiny Yosys reductions,added prompt/harness/synth-derived QoR hint to preserve sorting interface and exact N=4/N=8 latencies while replacing memory-style merge logic with compact small-N compare/swap and narrow counters; ran one bounded non-thinking targeted pilot with one repair attempt,"do not count as rescue; initial sample did not improve QoR and repair regressed exact latency, so stop cheap prompt-only QoR attempts unless doing manual/agentic sorter rewrite",research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_sorter_0057_qor_hint,"initial fresh sample sanity 17/17 passed but synth still wires 2853->2847 reduction 0.21% and cells 3130->3122 reduction 0.26%, both below 11%; repair attempt regressed to 26/35 because N=4 latency was 17 cycles instead of expected 16; no thinking used",agentic_qor_rewrite,
cvdp_copilot_sync_serial_communication_0052,functional_and_synth_optimization,passed,targeted_direct_latch_qor_hint,stage2_targeted_pilot_sync_serial_communication_0052_direct_latch_qor_hint,rescued,+1,"full-run best passed 16/20 sanity cases but failed sel=2 16-bit transfers by returning data_in+1, and synth QoR failed because wires increased from baseline 1026 to 1117 instead of reducing by 10%","added opt-in prompt/harness/synth-derived hint to replace separate TX/RX/gated-serial-clock shift-chain implementation with a compact single top-module FSM that directly latches selected low 8/16/32/64 bits, waits the transfer length plus allowed latency slack, and asserts done",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_sync_serial_communication_0052_direct_latch_qor_hint,"initial targeted sample regressed to 6/21, but repair attempt 1 rescued: sanity 20/20 passed and synth wires 1026->208 reduction 79.73% PASS; cells 405; no thinking used",already_rescued,
cvdp_copilot_line_buffer_0003,functional,functional,targeted_boundary_index_hint,stage2_targeted_pilot_line_buffer_0003_boundary_hint,failed,0,full-run generic best was 48/64 with failures concentrated in boundary window selection and X values for larger column/row parameterizations; generated RTL used row/column boundary handling that did not correct indexes independently,"added harness-model-derived hints for exact LineBuffer update semantics, independent row/column clamp/mirror/wrap behavior, output packing order, and avoiding out-of-range reads; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted fresh sample and repair both regressed below full-run best, so move to manual/agentic line-buffer rewrite if continuing",research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_line_buffer_0003_boundary_hint,initial fresh sample 32/64; repair attempt 1 regressed to 0/64; failures include o_image_window mismatch and X values during early comparisons; no thinking used,thinking_pilot: 已有targeted证据,thinking_regression_compile
cvdp_copilot_binary_search_tree_sorting_0014,docker_timeout,functional,targeted_rank_latency_hint,stage2_targeted_pilot_binary_search_tree_sorting_0014_rank_latency_hint,failed_reclassified,0,full-run/generic best was partial 3/4 before timeout with one latency off-by-one and later non-termination; harness reference_model expects sorted rank index rather than tree node index,"added harness-derived hint for bounded scan/rank computation, sentinel handling, clearing stale completion flags, and exact smallest/largest latency targets for special parameter cases; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; timeout was converted into bounded functional latency failures but exact latency still wrong, so move to manual/agentic cycle-accurate implementation if continuing",research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_binary_search_tree_sorting_0014_rank_latency_hint,"initial targeted sample timed out at 300s; repair attempt reached 5/9 with no timeout but failed exact smallest-key latency: 5/6 got 11 expected 5, 10/16 got 16 expected 8, 15/6 got 21 expected 3, 15/32 got 21 expected 18; no thinking used",thinking_pilot: 窄timing/FSM问题,
cvdp_copilot_image_rotate_0001,functional,passed,targeted_padding_origin_hint,stage2_targeted_pilot_image_rotate_0001_padding_hint,rescued,+1,full-run generic best passed 7/10; failures were non-square image padding/origin errors where generated RTL bottom- or right-aligned the input image before rotation while the harness model pads at the top-left,"added harness-model-derived hint for top-left zero padding, row-major flattening, and exact 90/180/270/no-rotation mappings; ran one bounded non-thinking targeted pilot with one repair attempt",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/stage2_targeted_pilot_image_rotate_0001_padding_hint,initial targeted sample 4/10; repair attempt 1 passed 10/10 randomized parameter runs; final report shows 10 passed in 2.62s; no thinking used,already_rescued,
cvdp_copilot_configurable_digital_low_pass_filter_0004,functional,functional,targeted_first_valid_pack_hint,stage2_targeted_pilot_configurable_digital_low_pass_filter_0004_first_valid_hint,failed,0,"full-run best was 21/32; inspected repaired RTL and harness showed failures only when the first randomized transaction had valid_in=1, with valid_out accepted but data_out or peak_value still zero on Test Case 1","added harness/log-derived hint for first-valid output readiness, complete combinational packed/peak defaults, harness high-to-low packing, and signed peak comparison; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted fresh sample and repair both regressed below full-run best, so stop cheap prompt-only attempts unless doing manual/agentic rewrite",research_outputs/two_stage_thinking_codegen/runs/targeted_low_pass_filter_0004_20260519,initial targeted sample 18/32; repair attempt 1 regressed to 4/32 and was rolled back to initial best; repair log still shows zero data_out on Test Case 1; no thinking used,thinking_pilot: 已有targeted证据,thinking_regression_compile
cvdp_copilot_image_stego_0004,functional,passed,targeted_bpp10_width_hint,stage2_targeted_pilot_image_stego_0004_bpp10_hint,rescued,+1,"full-run best passed 3/5; failures were alternating/random cases when bpp=2'b10, where generated RTL preserved only four high pixel bits and concatenated three data bits, producing a 7-bit RHS and shifted output","added harness-derived hint requiring exact low bpp+1 bit replacement, especially bpp=10 preserving img_in[7:3] and replacing exactly bits [2:0]; ran one bounded non-thinking targeted pilot with one repair attempt",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_image_stego_0004_20260519,"initial targeted sample 3/5; repair attempt 1 passed basic, all-zero, all-one, alternating bpp=10, and random tests: TESTS=5 PASS=5 FAIL=0; no thinking used",already_rescued,
cvdp_copilot_hill_cipher_0001,functional,functional,targeted_product_width_hint,stage2_targeted_pilot_hill_cipher_0001_product_width_hint,failed,0,full-run best passed functional values for normal case and latency but failed Maximum Values because 5-bit product temporaries truncated 31*26 before modulo; targeted repair fixed all value cases but regressed latency,"added harness-derived hint requiring wide products before %26, Python modulo order, MSB-to-LSB chunk packing, and preserving 3-cycle done latency; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; repair reached value correctness but failed exact latency 4 cycles vs expected 3, so further progress needs a latency-specific/manual adjustment rather than another broad prompt-only attempt",research_outputs/two_stage_thinking_codegen/runs/targeted_hill_cipher_0001_20260519,"initial targeted sample 0/4; repair attempt 1 improved to 2/4 and passed all six hill_cipher_test value cases including Maximum Values, but both runner invocations failed hill_cipher_clock_latency_test: Clock Latency 4, expected 3; no thinking used",thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_aes_key_expansion_0001,functional_and_synth_optimization,functional_and_synth_optimization,inspection_no_pilot,stage2_inspection_aes_key_expansion_0001,failed_agentic_candidate,0,baseline sanity passed but synth optimization failed because Yosys found no improvement; current design has about 16180 wires and 19030 cells with a large expanded-key/S-box structure,inspected baseline and repair logs; skipped another cheap prompt-only pilot because prior repair attempts increased wires to 16210 and broke sanity while cells stayed 19030,move to manual/agentic QoR rewrite if continuing; preserve AES-128 key schedule correctness while substantially reducing S-box/expanded-key logic,research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env,"baseline sanity TESTS=1 PASS=1; baseline synth failed Optimization failed: No improvements found; repair_1 and repair_2 sanity both failed and synth still cells 19030, wires 16210; no new model run",agentic_or_passk,
cvdp_copilot_hill_cipher_0015,functional_and_lint,functional_and_lint,targeted_nba_lint_hint,stage2_targeted_pilot_hill_cipher_0015_nba_lint_hint,failed,0,full-run best was 1/3 with latency pass but sanity failed stale zero from a same-state nonblocking assignment chain and lint failed; targeted initial sample improved sanity but still failed lint width truncations,"added harness-derived hint to compute ciphertext combinationally, preserve exact 3-cycle latency, avoid multi-stage NBA stale data, and avoid width/lint warnings; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; initial targeted sample is a useful reclassification to sanity-pass/lint-only, but repair regressed sanity and still failed lint; next useful path is a lint-only/manual width cleanup preserving the initial targeted RTL",research_outputs/two_stage_thinking_codegen/runs/targeted_hill_cipher_0015_20260519,"initial targeted sample 2/3: sanity passed, lint failed WIDTHTRUNC on mod/cipher assignments; repair attempt regressed to 1/3 with sanity latency 4 vs expected 3 and lint still failing; rolled back to initial best; no thinking used",lint_fix: lint宽度问题需手工清理,
cvdp_copilot_piso_0001,functional,passed,targeted_serial_timing_hint,stage2_targeted_pilot_piso_0001_serial_timing_hint,rescued,+1,"full-run best passed only rollout but failed first-byte, second-byte, later-byte, and reset tests because serial_out used combinational tmp[7-count] after count/tmp had already advanced before the harness sampled on falling edges","added harness-derived hint to register serial_out before updating the bit counter and byte value, preserve active-low reset to byte 8'h01 and MSB-first byte sequence, and keep rollover through 8'h00 then 8'h01; ran one bounded non-thinking targeted pilot with one repair attempt",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_piso_0001_20260519,"initial targeted sample 0/5; repair attempt 1 passed test_piso_1, test_piso_2, test_piso_3, rollout, and reset: TESTS=5 PASS=5 FAIL=0; no thinking used",already_rescued,
cvdp_copilot_decoder_8b10b_0001,functional,passed,targeted_decode_latency_hint,stage2_targeted_pilot_decoder_8b10b_0001_latency_hint,rescued,+1,"full-run best passed only invalid-input tests; control-symbol tests failed because generated RTL registered decoder_in and decoded the old register value, adding one extra cycle beyond the harness two-entry delayed-input queue","added harness-derived hint for exact one-cycle delayed decode timing, reset clearing, invalid-input zero behavior, and all 24 control-symbol mappings; ran one bounded non-thinking targeted pilot with one repair attempt",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_decoder_8b10b_0001_20260519,"initial targeted sample 1/5; repair attempt 1 passed reset, continuous control, random control, same control, and invalid-input tests: TESTS=5 PASS=5 FAIL=0; no thinking used",already_rescued,
cvdp_copilot_ir_receiver_0005,functional,functional,targeted_pulse_phase_hint,stage2_targeted_pilot_ir_receiver_0005_pulse_phase_hint,failed,0,"full-run best was 1/7; harness sends a 2.4 ms high leader, then each bit LSB-first as a 0.6 ms low separator followed by a high pulse of 0.6 ms for 0 or 1.2 ms for 1; generated RTL failed all frame decode tests with all-zero outputs while reset passed","added harness-derived hint to measure the high pulse width after each low separator rather than decoding from the low separator duration, preserve LSB-first frame loading, existing address/function mapping, active-high reset, and prompt interface; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted initial sample and repair both matched full-run best at 1/7, so stop cheap prompt-only attempts unless doing manual/agentic RTL rewrite",research_outputs/two_stage_thinking_codegen/runs/targeted_ir_receiver_0005_20260519,initial targeted sample 1/7; repair attempt 1 remained 1/7 with all frame tests still receiving 000000000000 and only reset passing; rolled back to initial best; no thinking used,thinking_pilot: 已有targeted证据,
cvdp_copilot_fsm_seq_detector_0023,functional,functional,targeted_overlap_fallback_hint,stage2_targeted_pilot_fsm_seq_detector_0023_overlap_hint,failed,0,full-run best was 5/6; only test_noise_before_after failed at step 14 because the sequence detector missed pattern 01001110 after noisy prefix and overlap fallback,"used existing harness/log-derived hint for exact pattern 01001110, one-cycle registered pulse timing, KMP-style overlap fallback, and preserving suffix states after mismatches; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted fresh sample and repair regressed to 2/6, so keep full-run artifact as best and avoid further broad prompt-only attempts",research_outputs/two_stage_thinking_codegen/runs/targeted_fsm_seq_detector_0023_20260519,"initial targeted sample 2/6; repair attempt 1 stayed 2/6, failing detection_at_start, multiple_occurrences, noise_before_after, and rtl_bug_seq; rolled back to initial best; no thinking used",thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_digital_stopwatch_0001,functional,functional,targeted_pause_gate_hint,stage2_targeted_pilot_digital_stopwatch_0001_pause_hint,failed,0,"full-run failed all three CLK_FREQ parameter runs at the pause check: after start_stop was set to 0 and stopped_seconds was sampled as 9, seconds advanced to 10 on the next clock due to stale one_sec_pulse/time update","added harness-derived hint to gate time-register updates with current start_stop or compute pulse/time update in one clocked block, while preserving fractional clk_counter across pauses, active-high reset, one_sec_pulse visibility, and rollover behavior; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted sample and repair remained 0/3 and repair moved the failure later to seconds rollover, so original artifact remains best",research_outputs/two_stage_thinking_codegen/runs/targeted_digital_stopwatch_0001_20260519,initial targeted sample 0/3; repair attempt 1 stayed 0/3: pause progressed further but rollover failed because seconds stayed 59 instead of resetting to 0 after the next clock; rolled back to initial best; no thinking used,thinking_pilot: 已有targeted证据,
cvdp_copilot_sorter_0009,functional,functional,targeted_latency_hold_hint,stage2_targeted_pilot_sorter_0009_latency_hint,failed_partial,0,full-run best was 51/85; inspected N=4 failures showed sorting outputs mostly correct but done asserted too early with actual latency 8 vs expected N*(N-1)/2+4 = 10 cycles for basic/random tests,added harness-derived hint to preserve packing and sorting but delay done/out_data until exact expected latency; ran one bounded non-thinking targeted pilot with one repair attempt,"do not count as rescue; targeted repair improved pass count to 55/85 but still failed many N=4 reverse/random outputs, so further progress needs manual/agentic odd-even sort timing/data-state fix",research_outputs/two_stage_thinking_codegen/runs/targeted_sorter_0009_20260519,"initial targeted sample 17/85; repair attempt 1 improved to 55/85 and fixed N=4 basic latency to 10, but reverse_sorted/random still produced partially unsorted outputs such as [0,2,3,1] vs [0,1,2,3]; no thinking used",thinking_pilot: 窄timing/FSM问题,thinking_success
cvdp_copilot_matrix_multiplier_0007,functional,functional,targeted_dot_product_hint,stage2_targeted_pilot_matrix_multiplier_0007_dot_product_hint,failed,0,"full-run best was 13/36; inspected RTL showed it computed only A[row][0]*B[0][col] and then repeatedly added the same stored product instead of summing across k, with some 3x3 outputs containing X/uninitialized bits","added harness-derived hint for row-major packing, full sum over k=0..COL_A-1, fully driving all matrix_c elements, active-high srst clearing, and valid_out exactly COL_A+2 cycles after valid_in; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted initial sample timed out and repair regressed to 0/36/compile failures, so original full-run artifact remains best",research_outputs/two_stage_thinking_codegen/runs/targeted_matrix_multiplier_0007_20260519,"initial targeted sample timed out at 300s with no summaries; repair attempt 1 failed all 36 tests, including iverilog build failures; no thinking used",thinking_pilot: 已有targeted证据,thinking_regression_compile
