case_id,category,difficulty,failure_class,failure_class_cn,repair_attempted,repair_rescued,rolled_back_to_best,returned_best,initial_pass,initial_fail,initial_total,best_pass,best_fail,best_total,best_pass_ratio,timed_out,remediation_bucket,rescue_potential,failure_reason,next_action,primary_log,all_logs,error_msg
cvdp_copilot_digital_stopwatch_0012,cid004,easy,functional,功能语义失败,True,False,True,True,0,3,3,0,3,3,0.00,False,agentic_or_passk,较难,"assert dut.hours.value == 0, f""Initial hours is not 0! Got: {dut.hour.value}""",按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_digital_stopwatch/reports/12.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_digital_stopwatch/reports/12.txt,
cvdp_copilot_dot_product_0005,cid004,medium,functional,功能语义失败,True,False,True,True,1,11,12,1,11,12,0.08,False,semantic_repair_or_passk,中等可补救,assert (1/12),按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_dot_product/reports/5.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_dot_product/reports/5.txt,
cvdp_copilot_elevator_control_0006,cid004,easy,compile_elab,编译/展开失败,True,False,True,True,0,4,4,0,4,4,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'elevator_control_system', '-g2012', '-DSIMULATION=1', '-Pelevator_control_system.N=8', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/elevator_control_system.sv', '/code/rtl/flo",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_elevator_control/reports/6.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_elevator_control/reports/6.txt,
cvdp_copilot_elevator_control_0009,cid004,medium,compile_elab,编译/展开失败,True,False,True,True,0,4,4,0,4,4,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'elevator_control_system', '-g2012', '-DSIMULATION=1', '-Pelevator_control_system.N=8', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/elevator_control_system.sv', '/code/rtl/flo",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_elevator_control/reports/9.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_elevator_control/reports/9.txt,
cvdp_copilot_elevator_control_0026,cid002,medium,compile_elab,编译/展开失败,True,False,True,True,0,4,4,0,4,4,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'elevator_control_system', '-g2012', '-DSIMULATION=1', '-Pelevator_control_system.N=12', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/elevator_control_system.sv', '/code/rtl/fl",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_elevator_control/reports/26.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_elevator_control/reports/26.txt,
cvdp_copilot_elevator_control_0033,cid007,medium,docker_timeout,仿真非终止/超时,True,False,True,True,0,1,1,0,1,1,0.00,True,agentic_debug,中等可补救,entered cocotb/pytest then timed out without completing current test,优先 agentic/debug：先定位 RTL 状态机/ready-valid/循环终止条件；不建议简单延长 timeout。可对少量 case 做 thinking/pass@k ablation。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_elevator_control/reports/33_sanity.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_elevator_control/reports/33_sanity.txt;/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_elevator_control/reports/33_lint.txt,Timed out after 600s
cvdp_copilot_fan_controller_0008,cid007,medium,functional_and_synth_optimization,功能+综合优化失败,True,False,True,True,0,2,2,0,2,2,0.00,False,split_functional_synth,中等可补救,assert Logic('1') == 0,拆开处理：先确认功能剩余失败，再单独给综合优化目标和 Yosys diff 做 repair；不要把 synth 优化失败混入功能能力判断。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_fan_controller/reports/8_sanity.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_fan_controller/reports/8_sanity.txt;/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_fan_controller/reports/8_synth.txt,
cvdp_copilot_fibonacci_series_0001,cid003,easy,functional,功能语义失败,True,False,True,True,0,2,2,0,2,2,0.00,False,agentic_or_passk,较难,assert 2 == 1,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_fibonacci_series/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_fibonacci_series/reports/1.txt,
cvdp_copilot_fifo_to_axis_0001,cid002,easy,compile_elab,编译/展开失败,True,False,True,True,0,1,1,0,1,1,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'ping_pong_fifo_2_axi_stream', '-g2012', '-Pping_pong_fifo_2_axi_stream.DATA_WIDTH=8', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/ping_pong_fifo_2_axi_stream.sv']' returned n",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_fifo_to_axis/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_fifo_to_axis/reports/1.txt,
cvdp_copilot_findfasterclock_0001,cid002,medium,compile_elab,编译/展开失败,True,False,True,True,0,1,1,0,1,1,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'findfasterclock', '-g2012', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/findfasterclock.sv']' returned non-zero exit status 1.",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_findfasterclock/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_findfasterclock/reports/1.txt,
cvdp_copilot_fsm_seq_detector_0023,cid016,easy,functional,功能语义失败,True,False,True,False,2,4,6,5,1,6,0.83,False,near_miss_repair,高可补救,assert Logic('0') == 1,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_fsm_seq_detector/reports/23_repair_2.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_fsm_seq_detector/reports/23_repair_2.txt,
cvdp_copilot_galois_encryption_0001,cid016,medium,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,assert 0 == 15699573566928413898813171887891756181,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_galois_encryption/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_galois_encryption/reports/1.txt,
cvdp_copilot_gaussian_rounding_div_0005,cid002,medium,compile_elab,编译/展开失败,True,False,True,True,0,2,2,0,2,2,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'divider', '-g2012', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/divider.sv']' returned non-zero exit status 30.",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_gaussian_rounding_div/reports/5.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_gaussian_rounding_div/reports/5.txt,
cvdp_copilot_gaussian_rounding_div_0022,cid007,medium,functional,功能语义失败,True,False,True,True,1,2,3,1,2,3,0.33,False,semantic_repair_or_passk,中等可补救,assert 0.0 == 2.5,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_gaussian_rounding_div/reports/22_sanity.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_gaussian_rounding_div/reports/22_sanity.txt,
cvdp_copilot_gcd_0001,cid003,easy,functional,功能语义失败,True,False,True,True,0,10,10,0,10,10,0.00,False,agentic_or_passk,较难,"assert LogicArray('00000', Range(4, 'downto', 0)) == 2",按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_gcd/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_gcd/reports/1.txt,
cvdp_copilot_gcd_0009,cid004,easy,docker_timeout,仿真非终止/超时,True,False,True,True,0,10,10,0,0,0,,True,agentic_debug,中等可补救,"timeout after partial functional failure: assert LogicArray('00000', Range(4, 'downto', 0)) == 1",优先 agentic/debug：先定位 RTL 状态机/ready-valid/循环终止条件；不建议简单延长 timeout。可对少量 case 做 thinking/pass@k ablation。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_gcd/reports/9_repair_1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_gcd/reports/9_repair_1.txt,Timed out after 600s
cvdp_copilot_gcd_0023,cid004,medium,docker_timeout,仿真非终止/超时,True,False,True,False,0,15,15,0,0,0,,True,agentic_debug,中等可补救,timeout after partial functional failure: assert 4 == 3,优先 agentic/debug：先定位 RTL 状态机/ready-valid/循环终止条件；不建议简单延长 timeout。可对少量 case 做 thinking/pass@k ablation。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_gcd/reports/23_repair_2.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_gcd/reports/23_repair_2.txt,Timed out after 600s
cvdp_copilot_gcd_0045,cid007,medium,functional_and_synth_optimization,功能+综合优化失败,True,False,True,True,18,1,19,18,1,19,0.95,False,split_functional_synth,中等可补救,"assert error == 0, ""Error to remove previous synth log.""",拆开处理：先确认功能剩余失败，再单独给综合优化目标和 Yosys diff 做 repair；不要把 synth 优化失败混入功能能力判断。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_gcd/reports/45_synth.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_gcd/reports/45_synth.txt,
cvdp_copilot_hebbian_rule_0012,cid004,medium,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,"assert dut.w1.value.signed_integer == 2, f""Expected w1=2, but got {dut.w1.value}""",按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_hebbian_rule/reports/12.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_hebbian_rule/reports/12.txt,
cvdp_copilot_hebbian_rule_0017,cid003,medium,compile_elab,编译/展开失败,True,False,False,False,0,1,1,0,1,1,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'hebb_gates', '-g2012', '-s', 'cocotb_iverilog_dump', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/hebb_gates.sv', '/code/rundir/sim_build/cocotb_iverilog_dump.v']' returned no",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_hebbian_rule/reports/17.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_hebbian_rule/reports/17.txt,
cvdp_copilot_hill_cipher_0001,cid003,medium,functional,功能语义失败,True,False,True,False,0,4,4,2,2,4,0.50,False,semantic_repair_or_passk,中等可补救,assert 19026 == 0,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_hill_cipher/reports/1_repair_2.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_hill_cipher/reports/1_repair_2.txt,
cvdp_copilot_hill_cipher_0015,cid007,easy,functional,功能语义失败,True,False,True,True,1,2,3,1,2,3,0.33,False,semantic_repair_or_passk,中等可补救,"assert subprocess.run(cmd, shell=True).returncode == 0, ""Linting return errors.""",按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_hill_cipher/reports/15_lint.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_hill_cipher/reports/15_lint.txt;/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_hill_cipher/reports/15_sanity.txt,
cvdp_copilot_hmac_register_0001,cid002,medium,functional,功能语义失败,True,False,True,True,0,24,24,0,24,24,0.00,False,agentic_or_passk,较难,assert 1 == 0,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_hmac_register/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_hmac_register/reports/1.txt,
cvdp_copilot_icache_controller_0001,cid002,medium,functional,功能语义失败,True,False,False,False,0,5,5,0,5,5,0.00,False,agentic_or_passk,较难,assert 1105612831 == 319586916,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_icache_controller/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_icache_controller/reports/1.txt,
cvdp_copilot_image_rotate_0001,cid002,easy,functional,功能语义失败,True,False,False,False,0,10,10,7,3,10,0.70,False,semantic_repair_or_passk,中等可补救,"assert [[12746, 40982, 4695, 4041, 48356, 37127, ...], [50449, 56572, 21044, 51022, 19437, 14034, ...], [10162, 64037, 50627, 35839, 338, 60590, ...], [0, 0, 0, 0, 0, 0, ...], [0, 0, 0, 0, 0, 0, ...], [0, 0, 0, 0, 0, 0, ...], ...] == [[0, 0, 0, 0, 0, 0, ...], [0, 0, 0, 0, 0, 0, .",按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_image_rotate/reports/1_repair_2.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_image_rotate/reports/1_repair_2.txt,
cvdp_copilot_image_stego_0004,cid016,easy,functional,功能语义失败,True,False,True,True,3,2,5,3,2,5,0.60,False,semantic_repair_or_passk,中等可补救,assert 1428837674 == 2907876690,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_image_stego/reports/4.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_image_stego/reports/4.txt,
cvdp_copilot_interrupt_controller_0014,cid002,medium,compile_elab,编译/展开失败,True,False,True,False,0,6,6,0,5,5,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'interrupt_controller', '-g2012', '-Pinterrupt_controller.NUM_INTERRUPTS=1', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/programmable_interrupt_controller.sv']' returned non-z",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_interrupt_controller/reports/14_repair_2.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_interrupt_controller/reports/14_repair_2.txt,
cvdp_copilot_interrupt_controller_0017,cid002,medium,compile_elab,编译/展开失败,True,False,True,True,0,11,11,0,11,11,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'interrupt_controller', '-g2012', '-Pinterrupt_controller.STARVATION_THRESHOLD=5', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/pic_starvation_prevention.sv']' returned non-zer",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_interrupt_controller/reports/17.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_interrupt_controller/reports/17.txt,
cvdp_copilot_interrupt_controller_0019,cid002,medium,compile_elab,编译/展开失败,True,False,True,True,0,7,7,0,7,7,0.00,False,compile_repair,高可补救,"subprocess.CalledProcessError: Command '['iverilog', '-o', '/code/rundir/sim_build/sim.vvp', '-s', 'interrupt_controller_apb', '-g2012', '-Pinterrupt_controller_apb.NUM_INTERRUPTS=8', '-f', '/code/rundir/sim_build/cmds.f', '/code/rtl/interrupt_controller_apb.sv']' returned non-ze",优先自动补救：做 compile/elab-only repair，向模型提供 iverilog 命令、顶层名、参数化实例和首个报错；这类通常比语义失败更可救。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_interrupt_controller/reports/19.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_interrupt_controller/reports/19.txt,
cvdp_copilot_ir_receiver_0001,cid002,easy,docker_timeout,仿真非终止/超时,True,False,True,True,0,0,0,0,0,0,,True,agentic_debug,中等可补救,entered cocotb/pytest then timed out without completing current test,优先 agentic/debug：先定位 RTL 状态机/ready-valid/循环终止条件；不建议简单延长 timeout。可对少量 case 做 thinking/pass@k ablation。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_ir_receiver/reports/1.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_ir_receiver/reports/1.txt,Timed out after 600s
cvdp_copilot_ir_receiver_0005,cid002,easy,functional,功能语义失败,True,False,True,True,1,6,7,1,6,7,0.14,False,semantic_repair_or_passk,中等可补救,assert 0 == 129,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_ir_receiver/reports/5.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_ir_receiver/reports/5.txt,
cvdp_copilot_line_buffer_0003,cid016,medium,functional,功能语义失败,True,False,True,False,32,32,64,48,16,64,0.75,False,semantic_repair_or_passk,中等可补救,assert 12827301338928000567427988054 == 56617011311637570682870561366,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_line_buffer/reports/3_repair_2.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_line_buffer/reports/3_repair_2.txt,
cvdp_copilot_load_store_unit_0009,cid004,medium,functional,功能语义失败,True,False,True,True,0,1,1,0,1,1,0.00,False,agentic_or_passk,较难,assert 3308518656 == 3653579773,按近似程度分层：near-miss 用 focused harness + targeted invariant repair；zero-pass/大范围失败优先 agentic debug 或 pass@k；最后再判 finetune。,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_load_store_unit/reports/9.txt,/mnt/disk9/tianfeng/cvdp/cvdp_benchmark/research_outputs/two_stage_thinking_codegen/runs/full_codegen_t4_funnel_fixed_env/cvdp_copilot_load_store_unit/reports/9.txt,
